Order_ID,Customer_ID,Product_ID,Order_Date,City,Country,Category,Product,Quantity,Unit_Price,Discount_Pct,Sales_Amount,Cost_Amount,Profit_Amount,Order_Status,Sales_Channel,Payment_Method
ORD000731,CUST01161,PROD0504,2025-03-04,Dubai,UAE,Grocery,Olive Oil,5,1598.13,0.05,7591.12,4410.37,3180.75,Completed,Marketplace,Card
ORD000732,CUST01834,PROD0102,2025-08-05,Abu Dhabi,UAE,Electronics,Laptop,1,1690.93,0.05,1606.38,1099.11,507.27,Returned,Marketplace,Cash
ORD000733,CUST01425,PROD0103,2026-11-20,Dammam,Saudi Arabia,Electronics,Headphones,2,2084.01,0.2,3334.42,2145.28,1189.14,Completed,Online,Card
ORD000734,CUST00230,PROD0504,2026-04-06,Abu Dhabi,UAE,Grocery,Olive Oil,5,2304.7,0.2,9218.8,5755.42,3463.38,Completed,Online,Card
ORD000735,CUST00974,PROD0204,2026-09-02,Dubai,UAE,Home Appliances,Vacuum Cleaner,3,1396.34,0.05,3979.57,2424.65,1554.92,Returned,Retail Store,Cash
ORD000736,CUST02144,PROD0301,2025-04-15,Jeddah,Saudi Arabia,Fashion,Abaya,4,273.95,0.0,1095.8,825.0,270.8,Cancelled,Retail Store,Wallet
ORD000737,CUST00506,PROD0504,2025-04-09,Dammam,Saudi Arabia,Grocery,Olive Oil,2,943.4,0.15,1603.78,1313.1,290.68,Cancelled,Online,Wallet
ORD000738,CUST00279,PROD0402,2026-05-26,Abu Dhabi,UAE,Beauty,Skincare Set,1,1555.64,0.05,1477.86,1064.28,413.58,Completed,Retail Store,Cash
ORD000739,CUST01964,PROD0501,2026-01-20,Dubai,UAE,Grocery,Coffee,2,418.57,0.05,795.28,456.36,338.92,Completed,Online,Wallet
ORD000740,CUST00393,PROD0404,2026-02-09,Abu Dhabi,UAE,Beauty,Hair Dryer,2,1574.75,0.2,2519.6,1940.36,579.24,Completed,Retail Store,Card
ORD000741,CUST00250,PROD0102,2026-06-02,Dammam,Saudi Arabia,Electronics,Laptop,4,2470.41,0.15,8399.39,5540.42,2858.97,Completed,Online,Cash
ORD000742,CUST00453,PROD0604,2026-04-21,Dubai,UAE,Sports,Fitness Tracker,3,2104.1,0.2,5049.84,3742.86,1306.98,Returned,Online,Card
ORD000743,CUST00687,PROD0502,2026-12-10,Riyadh,Saudi Arabia,Grocery,Dates,1,212.61,0.1,191.35,145.55,45.8,Completed,Online,Bank Transfer
ORD000744,CUST00218,PROD0304,2026-10-07,Dubai,UAE,Fashion,Handbag,3,2177.0,0.2,5224.8,4081.98,1142.82,Returned,Marketplace,Cash
ORD000745,CUST01837,PROD0604,2026-03-13,Jeddah,Saudi Arabia,Sports,Fitness Tracker,1,2259.01,0.2,1807.21,1222.25,584.96,Completed,Marketplace,Bank Transfer
ORD000746,CUST01529,PROD0602,2025-01-23,Dubai,UAE,Sports,Running Shoes,1,996.95,0.05,947.1,733.36,213.74,Completed,Retail Store,Cash
ORD000747,CUST02471,PROD0502,2026-07-19,Jeddah,Saudi Arabia,Grocery,Dates,2,2003.36,0.15,3405.71,2674.68,731.03,Returned,Marketplace,Bank Transfer
ORD000748,CUST01571,PROD0203,2026-11-08,Dubai,UAE,Home Appliances,Microwave,3,298.26,0.15,760.56,484.94,275.62,Completed,Online,Cash
ORD000749,CUST01628,PROD0601,2026-12-15,Jeddah,Saudi Arabia,Sports,Yoga Mat,1,536.8,0.15,456.28,366.41,89.87,Completed,Retail Store,Wallet
ORD000750,CUST01106,PROD0401,2026-04-03,Dubai,UAE,Beauty,Perfume,2,1188.7,0.2,1901.92,1154.64,747.28,Returned,Retail Store,Cash
ORD000751,CUST02240,PROD0302,2025-03-24,Abu Dhabi,UAE,Fashion,Sneakers,3,1956.71,0.15,4989.61,3066.52,1923.09,Completed,Marketplace,Card
ORD000752,CUST01670,PROD0502,2025-05-25,Abu Dhabi,UAE,Grocery,Dates,1,1124.68,0.0,1124.68,629.99,494.69,Completed,Retail Store,Bank Transfer
ORD000753,CUST02114,PROD0302,2025-03-26,Jeddah,Saudi Arabia,Fashion,Sneakers,1,427.26,0.15,363.17,270.23,92.94,Cancelled,Retail Store,Cash
ORD000754,CUST01941,PROD0603,2025-03-19,Abu Dhabi,UAE,Sports,Dumbbells,4,512.87,0.15,1743.76,1453.81,289.95,Cancelled,Marketplace,Cash
ORD000755,CUST01482,PROD0302,2026-04-02,Jubail,Saudi Arabia,Fashion,Sneakers,3,2416.31,0.15,6161.59,3887.66,2273.93,Completed,Retail Store,Bank Transfer
ORD000756,CUST00332,PROD0103,2025-01-01,Abu Dhabi,UAE,Electronics,Headphones,4,323.19,0.15,1098.85,697.34,401.51,Returned,Retail Store,Card
ORD000757,CUST01135,PROD0104,2025-02-20,Dammam,Saudi Arabia,Electronics,Smartwatch,2,2460.67,0.2,3937.07,3186.83,750.24,Completed,Online,Cash
ORD000758,CUST01072,PROD0201,2026-11-16,Jeddah,Saudi Arabia,Home Appliances,Air Conditioner,2,153.37,0.1,276.07,225.48,50.59,Completed,Marketplace,Card
ORD000759,CUST02331,PROD0302,2026-12-18,Abu Dhabi,UAE,Fashion,Sneakers,5,1354.87,0.05,6435.63,4945.84,1489.79,Completed,Marketplace,Card
ORD000760,CUST00462,PROD0503,2026-03-22,Riyadh,Saudi Arabia,Grocery,Snacks,4,103.35,0.05,392.73,223.53,169.2,Cancelled,Retail Store,Card
ORD000761,CUST01715,PROD0303,2026-03-25,Jubail,Saudi Arabia,Fashion,T-Shirt,1,582.39,0.15,495.03,411.84,83.19,Returned,Marketplace,Wallet
ORD000762,CUST01432,PROD0403,2026-05-03,Jeddah,Saudi Arabia,Beauty,Makeup Kit,4,800.43,0.1,2881.55,2445.14,436.41,Returned,Online,Wallet
ORD000763,CUST01995,PROD0402,2025-02-03,Dammam,Saudi Arabia,Beauty,Skincare Set,2,910.16,0.15,1547.27,1289.27,258.0,Completed,Marketplace,Wallet
ORD000764,CUST00132,PROD0302,2025-12-14,Abu Dhabi,UAE,Fashion,Sneakers,4,2302.57,0.0,9210.28,6328.09,2882.19,Completed,Online,Wallet
ORD000765,CUST01261,PROD0502,2025-04-05,Riyadh,Saudi Arabia,Grocery,Dates,1,512.03,0.0,512.03,421.23,90.8,Completed,Marketplace,Card
ORD000766,CUST00476,PROD0203,2025-03-13,Dubai,UAE,Home Appliances,Microwave,1,2216.65,0.2,1773.32,1372.3,401.02,Completed,Online,Bank Transfer
ORD000767,CUST00960,PROD0101,2026-07-05,Abu Dhabi,UAE,Electronics,Smartphone,4,645.98,0.0,2583.92,1530.38,1053.54,Completed,Retail Store,Cash
ORD000768,CUST00863,PROD0602,2025-06-03,Dammam,Saudi Arabia,Sports,Running Shoes,4,2495.79,0.0,9983.16,5851.28,4131.88,Cancelled,Marketplace,Bank Transfer
ORD000769,CUST00847,PROD0503,2025-09-07,Jubail,Saudi Arabia,Grocery,Snacks,2,676.44,0.2,1082.3,818.74,263.56,Cancelled,Retail Store,Bank Transfer
ORD000770,CUST02018,PROD0402,2026-11-05,Dammam,Saudi Arabia,Beauty,Skincare Set,4,1539.88,0.05,5851.54,3810.92,2040.62,Completed,Online,Cash
ORD000771,CUST01980,PROD0502,2026-03-14,Sharjah,UAE,Grocery,Dates,1,1408.71,0.0,1408.71,1005.85,402.86,Cancelled,Online,Cash
ORD000772,CUST01962,PROD0303,2025-04-28,Riyadh,Saudi Arabia,Fashion,T-Shirt,3,565.84,0.2,1358.02,753.27,604.75,Completed,Retail Store,Wallet
ORD000773,CUST01870,PROD0203,2025-11-02,Jubail,Saudi Arabia,Home Appliances,Microwave,1,2242.12,0.2,1793.7,1074.81,718.89,Completed,Online,Cash
ORD000774,CUST00843,PROD0602,2025-09-25,Sharjah,UAE,Sports,Running Shoes,2,1563.34,0.0,3126.68,2550.09,576.59,Completed,Online,Bank Transfer
ORD000775,CUST01648,PROD0201,2025-02-23,Riyadh,Saudi Arabia,Home Appliances,Air Conditioner,5,726.72,0.05,3451.92,2492.17,959.75,Cancelled,Marketplace,Bank Transfer
ORD000776,CUST00261,PROD0101,2025-08-24,Abu Dhabi,UAE,Electronics,Smartphone,4,921.62,0.05,3502.16,2422.74,1079.42,Completed,Marketplace,Card
ORD000777,CUST00463,PROD0403,2026-01-24,Riyadh,Saudi Arabia,Beauty,Makeup Kit,5,2165.62,0.1,9745.29,6819.96,2925.33,Completed,Marketplace,Cash
ORD000778,CUST02107,PROD0604,2026-02-05,Sharjah,UAE,Sports,Fitness Tracker,3,395.33,0.15,1008.09,648.52,359.57,Completed,Retail Store,Bank Transfer
ORD000779,CUST01584,PROD0304,2026-09-16,Jubail,Saudi Arabia,Fashion,Handbag,2,2249.58,0.05,4274.2,2533.99,1740.21,Cancelled,Online,Cash
ORD000780,CUST00814,PROD0502,2025-10-30,Riyadh,Saudi Arabia,Grocery,Dates,5,2023.0,0.0,10115.0,6595.66,3519.34,Cancelled,Marketplace,Cash
ORD000781,CUST02475,PROD0602,2025-07-26,Abu Dhabi,UAE,Sports,Running Shoes,5,1073.1,0.1,4828.95,3855.25,973.7,Completed,Retail Store,Wallet
ORD000782,CUST00397,PROD0501,2025-08-17,Riyadh,Saudi Arabia,Grocery,Coffee,1,2347.18,0.05,2229.82,1470.0,759.82,Returned,Marketplace,Cash
ORD000783,CUST00385,PROD0203,2026-08-01,Jubail,Saudi Arabia,Home Appliances,Microwave,1,809.15,0.05,768.69,555.32,213.37,Returned,Marketplace,Bank Transfer
ORD000784,CUST00518,PROD0501,2025-03-16,Dammam,Saudi Arabia,Grocery,Coffee,5,158.48,0.0,792.4,525.14,267.26,Completed,Marketplace,Card
ORD000785,CUST00746,PROD0601,2026-03-11,Dammam,Saudi Arabia,Sports,Yoga Mat,4,492.98,0.2,1577.54,1119.02,458.52,Completed,Marketplace,Bank Transfer
ORD000786,CUST00803,PROD0302,2025-04-13,Jeddah,Saudi Arabia,Fashion,Sneakers,5,1025.69,0.15,4359.18,3431.54,927.64,Completed,Marketplace,Cash
ORD000787,CUST01435,PROD0602,2026-02-26,Riyadh,Saudi Arabia,Sports,Running Shoes,2,1925.97,0.0,3851.94,3065.38,786.56,Completed,Online,Card
ORD000788,CUST02317,PROD0203,2026-12-05,Dubai,UAE,Home Appliances,Microwave,4,2346.42,0.0,9385.68,7308.17,2077.51,Returned,Retail Store,Bank Transfer
ORD000789,CUST02174,PROD0602,2025-11-02,Dubai,UAE,Sports,Running Shoes,2,1495.24,0.2,2392.38,1324.15,1068.23,Returned,Online,Cash
ORD000790,CUST01619,PROD0501,2025-04-08,Abu Dhabi,UAE,Grocery,Coffee,3,1329.21,0.15,3389.49,2683.56,705.93,Completed,Retail Store,Card
ORD000791,CUST02057,PROD0602,2025-12-01,Dubai,UAE,Sports,Running Shoes,4,323.24,0.1,1163.66,867.87,295.79,Returned,Online,Bank Transfer
ORD000792,CUST00727,PROD0204,2026-03-11,Dammam,Saudi Arabia,Home Appliances,Vacuum Cleaner,3,203.82,0.15,519.74,358.94,160.8,Completed,Online,Card
ORD000793,CUST01340,PROD0102,2026-03-23,Dubai,UAE,Electronics,Laptop,3,2082.21,0.1,5621.97,3464.88,2157.09,Completed,Marketplace,Wallet
ORD000794,CUST01209,PROD0303,2025-11-04,Jeddah,Saudi Arabia,Fashion,T-Shirt,5,1753.48,0.2,7013.92,4142.68,2871.24,Completed,Marketplace,Wallet
ORD000795,CUST02216,PROD0302,2025-09-06,Abu Dhabi,UAE,Fashion,Sneakers,1,258.7,0.1,232.83,139.25,93.58,Returned,Marketplace,Cash
ORD000796,CUST01271,PROD0303,2025-06-15,Jubail,Saudi Arabia,Fashion,T-Shirt,3,1887.47,0.2,4529.93,2907.04,1622.89,Completed,Online,Card
ORD000797,CUST01387,PROD0203,2026-04-26,Abu Dhabi,UAE,Home Appliances,Microwave,4,129.97,0.2,415.9,326.37,89.53,Cancelled,Online,Card
ORD000798,CUST00518,PROD0302,2025-12-01,Riyadh,Saudi Arabia,Fashion,Sneakers,3,1687.12,0.1,4555.22,3168.99,1386.23,Returned,Marketplace,Wallet
ORD000799,CUST01245,PROD0202,2026-06-26,Abu Dhabi,UAE,Home Appliances,Refrigerator,4,1151.05,0.0,4604.2,2814.95,1789.25,Completed,Online,Cash
ORD000800,CUST01583,PROD0402,2025-04-16,Jeddah,Saudi Arabia,Beauty,Skincare Set,1,139.65,0.1,125.68,73.75,51.93,Completed,Online,Bank Transfer
ORD000801,CUST01280,PROD0201,2026-07-17,Riyadh,Saudi Arabia,Home Appliances,Air Conditioner,5,1760.74,0.05,8363.52,5545.83,2817.69,Completed,Marketplace,Bank Transfer
ORD000802,CUST01412,PROD0102,2025-03-22,Riyadh,Saudi Arabia,Electronics,Laptop,3,365.21,0.15,931.29,542.53,388.76,Completed,Online,Cash
ORD000803,CUST00293,PROD0504,2025-05-13,Jeddah,Saudi Arabia,Grocery,Olive Oil,3,871.66,0.05,2484.23,1832.92,651.31,Cancelled,Marketplace,Cash
ORD000804,CUST00832,PROD0103,2025-05-18,Riyadh,Saudi Arabia,Electronics,Headphones,2,2451.2,0.05,4657.28,2817.84,1839.44,Completed,Online,Bank Transfer
ORD000805,CUST01221,PROD0201,2025-07-03,Dammam,Saudi Arabia,Home Appliances,Air Conditioner,3,623.39,0.05,1776.66,1026.99,749.67,Cancelled,Retail Store,Cash
ORD000806,CUST00572,PROD0203,2026-02-05,Riyadh,Saudi Arabia,Home Appliances,Microwave,4,2248.76,0.1,8095.54,6159.65,1935.89,Completed,Online,Card
ORD000807,CUST00033,PROD0102,2025-11-26,Dubai,UAE,Electronics,Laptop,1,1859.02,0.0,1859.02,1383.07,475.95,Completed,Online,Cash
ORD000808,CUST00581,PROD0404,2026-05-23,Riyadh,Saudi Arabia,Beauty,Hair Dryer,1,572.48,0.1,515.23,389.35,125.88,Cancelled,Retail Store,Bank Transfer
ORD000809,CUST01597,PROD0602,2025-03-10,Abu Dhabi,UAE,Sports,Running Shoes,4,1904.32,0.1,6855.55,4172.15,2683.4,Completed,Marketplace,Cash
ORD000810,CUST00391,PROD0203,2026-06-30,Riyadh,Saudi Arabia,Home Appliances,Microwave,5,661.1,0.05,3140.22,2378.05,762.17,Completed,Marketplace,Bank Transfer
ORD000811,CUST00383,PROD0501,2025-02-22,Riyadh,Saudi Arabia,Grocery,Coffee,3,96.62,0.1,260.87,164.42,96.45,Cancelled,Marketplace,Bank Transfer
ORD000812,CUST02243,PROD0202,2026-03-26,Riyadh,Saudi Arabia,Home Appliances,Refrigerator,1,1009.11,0.15,857.74,706.04,151.7,Completed,Marketplace,Cash
ORD000813,CUST01135,PROD0201,2025-07-24,Dammam,Saudi Arabia,Home Appliances,Air Conditioner,5,1261.73,0.1,5677.78,4793.61,884.17,Cancelled,Retail Store,Card
ORD000814,CUST01822,PROD0102,2025-05-06,Dubai,UAE,Electronics,Laptop,1,1442.83,0.1,1298.55,721.72,576.83,Completed,Retail Store,Cash
ORD000815,CUST02327,PROD0501,2025-02-12,Jubail,Saudi Arabia,Grocery,Coffee,3,557.56,0.15,1421.78,992.65,429.13,Completed,Retail Store,Card
ORD000816,CUST01081,PROD0401,2025-04-21,Dammam,Saudi Arabia,Beauty,Perfume,2,1059.1,0.0,2118.2,1214.27,903.93,Completed,Online,Cash
ORD000817,CUST01530,PROD0503,2026-10-25,Dubai,UAE,Grocery,Snacks,2,57.42,0.0,114.84,64.06,50.78,Cancelled,Online,Cash
ORD000818,CUST02494,PROD0603,2025-07-02,Riyadh,Saudi Arabia,Sports,Dumbbells,4,213.12,0.15,724.61,536.48,188.13,Cancelled,Marketplace,Bank Transfer
ORD000819,CUST02174,PROD0501,2025-04-05,Jeddah,Saudi Arabia,Grocery,Coffee,1,514.98,0.2,411.98,296.07,115.91,Cancelled,Online,Card
ORD000820,CUST01211,PROD0602,2026-01-09,Riyadh,Saudi Arabia,Sports,Running Shoes,2,2230.53,0.1,4014.95,2778.78,1236.17,Cancelled,Retail Store,Bank Transfer
ORD000821,CUST01745,PROD0102,2026-06-04,Riyadh,Saudi Arabia,Electronics,Laptop,5,466.02,0.05,2213.59,1620.78,592.81,Completed,Marketplace,Bank Transfer
ORD000822,CUST02270,PROD0304,2025-12-26,Dubai,UAE,Fashion,Handbag,3,1583.05,0.0,4749.15,3752.72,996.43,Completed,Retail Store,Cash
ORD000823,CUST01628,PROD0601,2026-11-27,Jeddah,Saudi Arabia,Sports,Yoga Mat,5,718.37,0.0,3591.85,2167.53,1424.32,Cancelled,Online,Cash
ORD000824,CUST01801,PROD0402,2025-10-08,Jeddah,Saudi Arabia,Beauty,Skincare Set,3,1322.65,0.2,3174.36,2674.03,500.33,Completed,Retail Store,Cash
ORD000825,CUST00394,PROD0204,2025-07-14,Jeddah,Saudi Arabia,Home Appliances,Vacuum Cleaner,4,772.63,0.1,2781.47,2134.75,646.72,Cancelled,Marketplace,Wallet
ORD000826,CUST00842,PROD0403,2025-07-14,Riyadh,Saudi Arabia,Beauty,Makeup Kit,4,1066.62,0.0,4266.48,2403.26,1863.22,Cancelled,Online,Wallet
ORD000827,CUST00487,PROD0201,2026-10-29,Sharjah,UAE,Home Appliances,Air Conditioner,3,332.23,0.1,897.02,667.21,229.81,Returned,Retail Store,Card
ORD000828,CUST02376,PROD0501,2025-04-03,Riyadh,Saudi Arabia,Grocery,Coffee,4,1894.92,0.0,7579.68,4818.36,2761.32,Completed,Retail Store,Cash
ORD000829,CUST02473,PROD0604,2026-11-03,Riyadh,Saudi Arabia,Sports,Fitness Tracker,4,2219.2,0.15,7545.28,5746.16,1799.12,Completed,Marketplace,Cash
ORD000830,CUST01082,PROD0303,2025-03-02,Dubai,UAE,Fashion,T-Shirt,5,2432.8,0.0,12164.0,10071.3,2092.7,Completed,Online,Wallet
ORD000831,CUST00184,PROD0103,2026-09-26,Dubai,UAE,Electronics,Headphones,3,1676.13,0.1,4525.55,3439.63,1085.92,Returned,Online,Cash
ORD000832,CUST00688,PROD0201,2025-02-20,Dubai,UAE,Home Appliances,Air Conditioner,2,1192.31,0.1,2146.16,1189.13,957.03,Cancelled,Online,Bank Transfer
ORD000833,CUST02009,PROD0403,2026-02-07,Dubai,UAE,Beauty,Makeup Kit,3,2442.01,0.05,6959.73,5657.49,1302.24,Cancelled,Retail Store,Card
ORD000834,CUST00420,PROD0103,2025-01-05,Riyadh,Saudi Arabia,Electronics,Headphones,4,1513.57,0.0,6054.28,3960.41,2093.87,Returned,Online,Bank Transfer
ORD000835,CUST00811,PROD0303,2026-04-11,Dubai,UAE,Fashion,T-Shirt,1,1250.32,0.15,1062.77,843.84,218.93,Completed,Marketplace,Bank Transfer
ORD000836,CUST02162,PROD0601,2026-08-27,Riyadh,Saudi Arabia,Sports,Yoga Mat,5,1421.24,0.0,7106.2,5130.25,1975.95,Completed,Marketplace,Cash
ORD000837,CUST02406,PROD0501,2026-11-13,Dammam,Saudi Arabia,Grocery,Coffee,2,2397.68,0.0,4795.36,3893.88,901.48,Completed,Retail Store,Wallet
ORD000838,CUST02103,PROD0103,2026-06-18,Riyadh,Saudi Arabia,Electronics,Headphones,5,1386.22,0.2,5544.88,4690.52,854.36,Completed,Marketplace,Cash
ORD000839,CUST01311,PROD0103,2026-02-09,Jubail,Saudi Arabia,Electronics,Headphones,3,1730.67,0.0,5192.01,2858.29,2333.72,Completed,Marketplace,Card
ORD000840,CUST01703,PROD0103,2026-05-28,Abu Dhabi,UAE,Electronics,Headphones,2,2348.92,0.05,4462.95,3576.12,886.83,Cancelled,Marketplace,Bank Transfer
ORD000841,CUST01086,PROD0604,2026-10-07,Abu Dhabi,UAE,Sports,Fitness Tracker,1,1901.51,0.15,1616.28,908.47,707.81,Completed,Marketplace,Cash
ORD000842,CUST01524,PROD0203,2025-08-21,Sharjah,UAE,Home Appliances,Microwave,2,1210.36,0.15,2057.61,1636.08,421.53,Returned,Retail Store,Bank Transfer
ORD000843,CUST02027,PROD0501,2026-06-08,Jeddah,Saudi Arabia,Grocery,Coffee,3,1361.21,0.0,4083.63,3139.93,943.7,Completed,Marketplace,Wallet
ORD000844,CUST01697,PROD0104,2025-12-12,Jeddah,Saudi Arabia,Electronics,Smartwatch,2,1260.37,0.2,2016.59,1213.08,803.51,Completed,Marketplace,Cash
ORD000845,CUST00553,PROD0304,2025-02-15,Riyadh,Saudi Arabia,Fashion,Handbag,2,1431.05,0.15,2432.78,2031.32,401.46,Completed,Online,Bank Transfer
ORD000846,CUST00687,PROD0302,2026-06-30,Dammam,Saudi Arabia,Fashion,Sneakers,1,2445.38,0.0,2445.38,1524.86,920.52,Completed,Marketplace,Wallet
ORD000847,CUST01338,PROD0604,2025-03-19,Riyadh,Saudi Arabia,Sports,Fitness Tracker,3,578.23,0.0,1734.69,956.41,778.28,Completed,Online,Wallet
ORD000848,CUST00822,PROD0102,2026-12-31,Dammam,Saudi Arabia,Electronics,Laptop,2,469.69,0.2,751.5,560.67,190.83,Completed,Retail Store,Wallet
ORD000849,CUST01470,PROD0401,2025-03-14,Jeddah,Saudi Arabia,Beauty,Perfume,5,1418.17,0.05,6736.31,4590.19,2146.12,Completed,Marketplace,Bank Transfer
ORD000850,CUST02035,PROD0204,2025-09-06,Dubai,UAE,Home Appliances,Vacuum Cleaner,5,387.88,0.2,1551.52,1145.8,405.72,Returned,Retail Store,Cash
ORD000851,CUST01665,PROD0504,2025-02-16,Riyadh,Saudi Arabia,Grocery,Olive Oil,2,362.45,0.2,579.92,447.78,132.14,Completed,Marketplace,Wallet
ORD000852,CUST00304,PROD0601,2025-05-01,Sharjah,UAE,Sports,Yoga Mat,4,943.72,0.05,3586.14,2938.96,647.18,Returned,Marketplace,Wallet
ORD000853,CUST00996,PROD0404,2025-08-02,Dubai,UAE,Beauty,Hair Dryer,2,392.86,0.05,746.43,505.01,241.42,Cancelled,Marketplace,Cash
ORD000854,CUST01804,PROD0604,2025-08-27,Dammam,Saudi Arabia,Sports,Fitness Tracker,3,157.99,0.0,473.97,297.57,176.4,Completed,Online,Wallet
ORD000855,CUST00115,PROD0103,2025-02-25,Abu Dhabi,UAE,Electronics,Headphones,1,1655.8,0.15,1407.43,1172.82,234.61,Completed,Marketplace,Wallet
ORD000856,CUST00032,PROD0503,2025-12-16,Dubai,UAE,Grocery,Snacks,5,1772.19,0.2,7088.76,5011.42,2077.34,Completed,Online,Cash
ORD000857,CUST02031,PROD0304,2025-04-17,Abu Dhabi,UAE,Fashion,Handbag,5,108.36,0.0,541.8,405.41,136.39,Cancelled,Retail Store,Bank Transfer
ORD000858,CUST02004,PROD0301,2025-02-17,Dubai,UAE,Fashion,Abaya,1,734.01,0.1,660.61,423.6,237.01,Completed,Marketplace,Bank Transfer
ORD000859,CUST02113,PROD0101,2026-07-27,Dubai,UAE,Electronics,Smartphone,3,309.84,0.2,743.62,628.4,115.22,Returned,Retail Store,Card
ORD000860,CUST00238,PROD0402,2025-12-03,Dubai,UAE,Beauty,Skincare Set,3,92.02,0.05,262.26,153.85,108.41,Returned,Marketplace,Bank Transfer
ORD000861,CUST02349,PROD0104,2025-01-26,Dubai,UAE,Electronics,Smartwatch,5,577.41,0.2,2309.64,1705.63,604.01,Completed,Retail Store,Card
ORD000862,CUST01367,PROD0203,2025-09-14,Sharjah,UAE,Home Appliances,Microwave,1,351.0,0.2,280.8,195.96,84.84,Completed,Online,Bank Transfer
ORD000863,CUST01395,PROD0302,2025-01-08,Dubai,UAE,Fashion,Sneakers,4,477.4,0.05,1814.12,1486.11,328.01,Returned,Retail Store,Cash
ORD000864,CUST00435,PROD0304,2026-09-17,Riyadh,Saudi Arabia,Fashion,Handbag,3,1116.42,0.05,3181.8,2123.82,1057.98,Returned,Online,Bank Transfer
ORD000865,CUST00032,PROD0602,2025-09-10,Riyadh,Saudi Arabia,Sports,Running Shoes,5,699.08,0.1,3145.86,2573.99,571.87,Completed,Online,Card
ORD000866,CUST02130,PROD0303,2026-11-23,Dubai,UAE,Fashion,T-Shirt,4,941.5,0.05,3577.7,2613.93,963.77,Returned,Online,Wallet
ORD000867,CUST01893,PROD0201,2026-12-20,Sharjah,UAE,Home Appliances,Air Conditioner,5,2482.69,0.2,9930.76,7999.87,1930.89,Cancelled,Marketplace,Cash
ORD000868,CUST00771,PROD0103,2025-10-30,Riyadh,Saudi Arabia,Electronics,Headphones,3,142.97,0.15,364.57,294.82,69.75,Completed,Retail Store,Card
ORD000869,CUST01061,PROD0503,2026-10-01,Abu Dhabi,UAE,Grocery,Snacks,4,547.87,0.0,2191.48,1574.66,616.82,Completed,Marketplace,Card
ORD000870,CUST00019,PROD0101,2025-02-25,Riyadh,Saudi Arabia,Electronics,Smartphone,5,834.21,0.15,3545.39,2743.71,801.68,Completed,Marketplace,Card
ORD000871,CUST01817,PROD0102,2026-12-27,Jeddah,Saudi Arabia,Electronics,Laptop,3,1124.33,0.05,3204.34,2629.69,574.65,Completed,Online,Bank Transfer
ORD000872,CUST02494,PROD0301,2026-06-10,Abu Dhabi,UAE,Fashion,Abaya,3,819.79,0.0,2459.37,1911.3,548.07,Completed,Retail Store,Bank Transfer
ORD000873,CUST01686,PROD0204,2026-04-19,Dammam,Saudi Arabia,Home Appliances,Vacuum Cleaner,1,401.81,0.2,321.45,267.29,54.16,Cancelled,Retail Store,Card
ORD000874,CUST01116,PROD0402,2025-01-28,Jeddah,Saudi Arabia,Beauty,Skincare Set,1,1250.15,0.15,1062.63,711.92,350.71,Cancelled,Retail Store,Wallet
ORD000875,CUST01442,PROD0401,2025-03-19,Dammam,Saudi Arabia,Beauty,Perfume,1,168.75,0.0,168.75,125.12,43.63,Completed,Online,Card
ORD000876,CUST01070,PROD0601,2025-08-04,Dubai,UAE,Sports,Yoga Mat,5,836.08,0.05,3971.38,2605.59,1365.79,Cancelled,Marketplace,Cash
ORD000877,CUST01162,PROD0304,2026-01-21,Riyadh,Saudi Arabia,Fashion,Handbag,1,2421.53,0.0,2421.53,1949.9,471.63,Completed,Retail Store,Bank Transfer
ORD000878,CUST00361,PROD0604,2025-12-31,Dammam,Saudi Arabia,Sports,Fitness Tracker,1,1156.84,0.05,1099.0,854.58,244.42,Completed,Retail Store,Bank Transfer
ORD000879,CUST02500,PROD0403,2026-10-28,Riyadh,Saudi Arabia,Beauty,Makeup Kit,1,1932.86,0.0,1932.86,1169.68,763.18,Returned,Online,Cash
ORD000880,CUST00103,PROD0603,2026-06-10,Jeddah,Saudi Arabia,Sports,Dumbbells,1,368.92,0.05,350.47,211.64,138.83,Completed,Retail Store,Card
ORD000881,CUST01256,PROD0103,2026-11-30,Dubai,UAE,Electronics,Headphones,2,2151.09,0.05,4087.07,3287.2,799.87,Completed,Retail Store,Wallet
ORD000882,CUST02273,PROD0303,2025-11-08,Jubail,Saudi Arabia,Fashion,T-Shirt,4,2341.22,0.2,7491.9,5054.17,2437.73,Completed,Online,Bank Transfer
ORD000883,CUST02459,PROD0103,2025-01-07,Riyadh,Saudi Arabia,Electronics,Headphones,2,2106.44,0.05,4002.24,3207.0,795.24,Returned,Retail Store,Bank Transfer
ORD000884,CUST01779,PROD0601,2025-01-03,Riyadh,Saudi Arabia,Sports,Yoga Mat,5,1477.14,0.2,5908.56,3904.37,2004.19,Returned,Online,Cash
ORD000885,CUST01743,PROD0601,2026-09-15,Jubail,Saudi Arabia,Sports,Yoga Mat,1,132.02,0.2,105.62,61.89,43.73,Returned,Marketplace,Bank Transfer
ORD000886,CUST00142,PROD0604,2025-12-29,Dubai,UAE,Sports,Fitness Tracker,5,697.54,0.05,3313.31,2134.25,1179.06,Returned,Online,Bank Transfer
ORD000887,CUST01549,PROD0203,2026-05-23,Riyadh,Saudi Arabia,Home Appliances,Microwave,2,2377.1,0.2,3803.36,3097.36,706.0,Completed,Retail Store,Wallet
